№,Name,Description,Price,Image Url
134,Сотовый телефон Samsung Galaxy Z Fold4 12/256 бежевый,"

Сотовый телефон Samsung Galaxy Z Fold4 12/256 бежевый

        7.6"" OLED 2176x1812 ~120Гц; процессор Snapdragon 8+; память 12/512 GB; основная камера 50+10+12 mpx; фронтальная 4+10 mpx; аккумулятор 4400 мАч; быстрая зарядка 25 Вт; Android 12; GSM 5G
             ",107980 сом,/images/product/110525/1662310203_63201400.jpg
135,Сотовый телефон Samsung Galaxy Z Fold4 12/256 черный,"

Сотовый телефон Samsung Galaxy Z Fold4 12/256 черный

        7.6"" OLED 2176x1812 ~120Гц; процессор Snapdragon 8+; память 12/512 GB; основная камера 50+10+12 mpx; фронтальная 4+10 mpx; аккумулятор 4400 мАч; быстрая зарядка 25 Вт; Android 12; GSM 5G            ",107980 сом,/images/product/110526/1662310287_69661600.jpg
136,Сотовый телефон Samsung Galaxy Z Fold4 12/256 серый,"

Сотовый телефон Samsung Galaxy Z Fold4 12/256 серый

        7.6"" OLED 2176x1812 ~120Гц; процессор Snapdragon 8+; память 12/512 GB; основная камера 50+10+12 mpx; фронтальная 4+10 mpx; аккумулятор 4400 мАч; быстрая зарядка 25 Вт; Android 12; GSM 5G
             ",107980 сом,/images/product/110527/1662310364_54025900.jpg
137,Сотовый телефон Apple iPhone 14 Pro Max 128GB космический черный,"

Сотовый телефон Apple iPhone 14 Pro Max 128GB космический черный

        экран 6.7"" OLED 2796x1290; память 6/128 GB; процессор Apple A16; аккумулятор 4323 mAh; ОС Apple iOS 16; GSM 5G; камеры 48+12+12 mpx; фронтальная 12 mpx            ",103630 сом,/images/product/111040/1667070713_51743500.jpg
138,Сотовый телефон Xiaomi Poco M5 6/128GB черный,"

Сотовый телефон Xiaomi Poco M5 6/128GB черный

        6.6"" IPS 2408x1080 ~90Гц; процессор Helio G99; память 6/128 GB; основная камера 50+2+2 mpx; фронтальная 20 mpx; аккумулятор 5000 мАч; быстрая зарядка 18 Вт; Android 12; GSM 4G            ",13640 сом,/images/product/113088/1667281611_91530300.jpg
139,Сотовый телефон Apple iPhone 14 Pro Max 128GB серебристый,"

Сотовый телефон Apple iPhone 14 Pro Max 128GB серебристый

        6.7"" OLED 2796x1290 ~120Гц; процессор A16 Bionic; память 6/128 GB; основная камера 48+12+12 mpx; фронтальная 12 mpx; аккумулятор 4323 мАч; быстрая зарядка 23 Вт; iOS 16; GSM 5G            ",103630 сом,/images/product/111041/1667070809_59083700.jpg
140,Сотовый телефон Xiaomi Poco M5 6/128GB зеленый,"

Сотовый телефон Xiaomi Poco M5 6/128GB зеленый

        6.6"" IPS 2408x1080 ~90Гц; процессор Helio G99; память 6/128 GB; основная камера 50+2+2 mpx; фронтальная 20 mpx; аккумулятор 5000 мАч; быстрая зарядка 18 Вт; Android 12; GSM 4G            ",13640 сом,/images/product/113089/1667281718_47593600.jpg
141,Сотовый телефон Apple iPhone 14 Pro Max 128GB золотой,"

Сотовый телефон Apple iPhone 14 Pro Max 128GB золотой

        6.7"" OLED 2796x1290 ~120Гц; процессор A16 Bionic; память 6/128 GB; основная камера 48+12+12 mpx; фронтальная 12 mpx; аккумулятор 4323 мАч; быстрая зарядка 23 Вт; iOS 16; GSM 5G            ",103630 сом,/images/product/111042/1667070792_77567600.jpg
142,Сотовый телефон Apple iPhone 14 Pro Max 128GB фиолетовый,"

Сотовый телефон Apple iPhone 14 Pro Max 128GB фиолетовый

        6.7"" OLED 2796x1290 ~120Гц; процессор A16 Bionic; память 6/128 GB; основная камера 48+12+12 mpx; фронтальная 12 mpx; аккумулятор 4323 мАч; быстрая зарядка 23 Вт; iOS 16; GSM 5G            ",103630 сом,/images/product/111043/1667070731_06616800.jpg
143,Сотовый телефон Xiaomi Redmi 10 2022 4/128GB серый,"

Сотовый телефон Xiaomi Redmi 10 2022 4/128GB серый

        6.5"" LCD 2400x1080 ~90Гц; процессор Helio G88; память 4/128 GB; основная камера 50+8+2+2 mpx; фронтальная 8 mpx; аккумулятор 5000 мАч; быстрая зарядка 18 Вт; Android 11; GSM 4G            ",11950 сом,/images/product/106441/1652344192_90585000.jpg
144,Сотовый телефон Apple iPhone 13 mini 256GB зеленый,"

Сотовый телефон Apple iPhone 13 mini 256GB зеленый

        5.4"" OLED 2340x1080 ~60Гц; процессор A15 Bionic; память 4/256 GB; основная камера 12+12 mpx; фронтальная 12 mpx; аккумулятор 2438 мАч; быстрая зарядка 15 Вт; iOS 15; GSM 5G            ",64250 сом,/images/product/118218/1678260108_31219200.jpg
145,Сотовый телефон Samsung Galaxy S22 8/256GB черный,"

Сотовый телефон Samsung Galaxy S22 8/256GB черный

        6.1"" OLED 2340x1080 ~120Гц; процессор Exynos 2200; память 8/256 GB; основная камера 50+10+12 mpx; фронтальная 10 mpx; аккумулятор 3700 мАч; быстрая зарядка 25 Вт; Android 12; GSM 5G            ",51600 сом,/images/product/105932/1651331709_45138700.jpg
146,Сотовый телефон Samsung Galaxy S22 8/256GB белый,"

Сотовый телефон Samsung Galaxy S22 8/256GB белый

        6.1"" OLED 2340x1080 ~120Гц; процессор Exynos 2200; память 8/256 GB; основная камера 50+10+12 mpx; фронтальная 10 mpx; аккумулятор 3700 мАч; быстрая зарядка 25 Вт; Android 12; GSM 5G            ",51600 сом,/images/product/105933/1651331741_85568900.jpg
147,Сотовый телефон Samsung Galaxy S22 8/256GB розовый,"

Сотовый телефон Samsung Galaxy S22 8/256GB розовый

        6.1"" OLED 2340x1080 ~120Гц; процессор Exynos 2200; память 8/256 GB; основная камера 50+10+12 mpx; фронтальная 10 mpx; аккумулятор 3700 мАч; быстрая зарядка 25 Вт; Android 12; GSM 5G            ",51600 сом,/images/product/105934/1651331770_66731200.jpg
148,Сотовый телефон Samsung Galaxy S22 8/256GB зеленый,"

Сотовый телефон Samsung Galaxy S22 8/256GB зеленый

        6.1"" OLED 2340x1080 ~120Гц; процессор Exynos 2200; память 8/256 GB; основная камера 50+10+12 mpx; фронтальная 10 mpx; аккумулятор 3700 мАч; быстрая зарядка 25 Вт; Android 12; GSM 5G            ",51600 сом,/images/product/105935/1651331801_97725500.jpg
149,Сотовый телефон Samsung Galaxy S22 8/256GB серый,"

Сотовый телефон Samsung Galaxy S22 8/256GB серый

        6.1"" OLED 2340x1080 ~120Гц; процессор Exynos 2200; память 8/256 GB; основная камера 50+10+12 mpx; фронтальная 10 mpx; аккумулятор 3700 мАч; быстрая зарядка 25 Вт; Android 12; GSM 5G            ",51600 сом,/images/product/105936/1651331831_15719900.jpg
150,Сотовый телефон Samsung Galaxy S22 8/256GB голубой,"

Сотовый телефон Samsung Galaxy S22 8/256GB голубой

        6.1"" OLED 2340x1080 ~120Гц; процессор Exynos 2200; память 8/256 GB; основная камера 50+10+12 mpx; фронтальная 10 mpx; аккумулятор 3700 мАч; быстрая зарядка 25 Вт; Android 12; GSM 5G            ",51600 сом,/images/product/105937/1651331856_87154800.jpg
151,Сотовый телефон Samsung Galaxy S22 8/256GB фиолетовый,"

Сотовый телефон Samsung Galaxy S22 8/256GB фиолетовый

        6.1"" OLED 2340x1080 ~120Гц; процессор Exynos 2200; память 8/256 GB; основная камера 50+10+12 mpx; фронтальная 10 mpx; аккумулятор 3700 мАч; быстрая зарядка 25 Вт; Android 12; GSM 5G            ",51600 сом,/images/product/105938/1651331878_59420500.jpg
152,Сотовый телефон Samsung Galaxy S22 8/256GB бежевый,"

Сотовый телефон Samsung Galaxy S22 8/256GB бежевый

        6.1"" OLED 2340x1080 ~120Гц; процессор Exynos 2200; память 8/256 GB; основная камера 50+10+12 mpx; фронтальная 10 mpx; аккумулятор 3700 мАч; быстрая зарядка 25 Вт; Android 12; GSM 5G            ",51600 сом,/images/product/105939/1651331898_83144000.jpg
153,Сотовый телефон Samsung Galaxy A73 5G 8/256GB белый,"

Сотовый телефон Samsung Galaxy A73 5G 8/256GB белый

        6.7"" OLED 2400x1080 ~120Гц; процессор Snapdragon 778G; память 8/256GB; основная камера 108+12+5+5 mpx (OIS); фронтальная 32 mpx; аккумулятор 5000 мАч; быстрая зарядка 25 Вт; Android 12; GSM 5G            ",35500 сом,/images/product/109272/1659191670_78623400.jpg
154,Сотовый телефон Samsung Galaxy A73 5G 8/256GB мятный,"

Сотовый телефон Samsung Galaxy A73 5G 8/256GB мятный

        6.7"" OLED 2400x1080 ~120Гц; процессор Snapdragon 778G; память 8/256GB; основная камера 108+12+5+5 mpx (OIS); фронтальная 32 mpx; аккумулятор 5000 мАч; быстрая зарядка 25 Вт; Android 12; GSM 5G            ",35500 сом,/images/product/109273/1659191769_21633300.jpg
155,Сотовый телефон Samsung Galaxy A34 5G 8/128GB зеленый,"

Сотовый телефон Samsung Galaxy A34 5G 8/128GB зеленый

        6.6"" AMOLED 2340х1080~120Гц; Mediatek Dimensity 1080; память 8/128GB; основная камера 48+8+5 mpx (OIS); фронтальная 13 mpx; аккумулятор 5000 мАч; быстрая зарядка 25 Вт; Android 13; GSM 5G            ",25050 сом,/images/product/119513/1680346426_77348900.jpg
156,Сотовый телефон Samsung Galaxy A73 5G 8/256GB серый,"

Сотовый телефон Samsung Galaxy A73 5G 8/256GB серый

        6.7"" OLED 2400x1080 ~120Гц; процессор Snapdragon 778G; память 8/256GB; основная камера 108+12+5+5 mpx (OIS); фронтальная 32 mpx; аккумулятор 5000 мАч; быстрая зарядка 25 Вт; Android 12; GSM 5G            ",35500 сом,/images/product/109274/1659191850_22895200.jpg
157,Сотовый телефон Samsung Galaxy A34 5G 8/128GB черный,"

Сотовый телефон Samsung Galaxy A34 5G 8/128GB черный

        6.6"" AMOLED 2340х1080~120Гц; Mediatek Dimensity 1080; память 8/128GB; основная камера 48+8+5 mpx (OIS); фронтальная 13 mpx; аккумулятор 5000 мАч; быстрая зарядка 25 Вт; Android 13; GSM 5G            ",25050 сом,/images/product/119514/1680346515_08295000.jpg
158,Сотовый телефон Samsung Galaxy A34 5G 8/128GB фиолетовый,"

Сотовый телефон Samsung Galaxy A34 5G 8/128GB фиолетовый

        6.6"" AMOLED 2340х1080~120Гц; Mediatek Dimensity 1080; память 8/128GB; основная камера 48+8+5 mpx (OIS); фронтальная 13 mpx; аккумулятор 5000 мАч; быстрая зарядка 25 Вт; Android 13; GSM 5G            ",25050 сом,/images/product/119515/1680346619_72912000.jpg
159,Сотовый телефон Samsung Galaxy A34 5G 8/128GB серебристый,"

Сотовый телефон Samsung Galaxy A34 5G 8/128GB серебристый

        6.6"" AMOLED 2340х1080~120Гц; Mediatek Dimensity 1080; память 8/128GB; основная камера 48+8+5 mpx (OIS); фронтальная 13 mpx; аккумулятор 5000 мАч; быстрая зарядка 25 Вт; Android 13; GSM 5G            ",25050 сом,/images/product/119516/1680346752_60909900.jpg
160,Сотовый телефон Samsung Galaxy A54 5G 8/256GB зеленый,"

Сотовый телефон Samsung Galaxy A54 5G 8/256GB зеленый

        6.4"" AMOLED 2340х1080~120Гц; Samsung Exynos 1380; память 8/256GB; основная камера 50+12+5 mpx (OIS); фронтальная 32 mpx; аккумулятор 5000 мАч; быстрая зарядка 25 Вт; Android 13; GSM 5G            ",32350 сом,/images/product/119517/1680347866_91540700.jpg
161,Сотовый телефон Samsung Galaxy A54 5G 8/256GB черный,"

Сотовый телефон Samsung Galaxy A54 5G 8/256GB черный

        6.4"" AMOLED 2340х1080~120Гц; Samsung Exynos 1380; память 8/256GB; основная камера 50+12+5 mpx (OIS); фронтальная 32 mpx; аккумулятор 5000 мАч; быстрая зарядка 25 Вт; Android 13; GSM 5G            ",32350 сом,/images/product/119518/1680347963_43968000.jpg
162,Сотовый телефон Samsung Galaxy A54 5G 8/256GB фиолетовый,"

Сотовый телефон Samsung Galaxy A54 5G 8/256GB фиолетовый

        6.4"" AMOLED 2340х1080~120Гц; Samsung Exynos 1380; память 8/256GB; основная камера 50+12+5 mpx (OIS); фронтальная 32 mpx; аккумулятор 5000 мАч; быстрая зарядка 25 Вт; Android 13; GSM 5G            ",32350 сом,/images/product/119519/1680348047_89560700.jpg
163,Сотовый телефон Samsung Galaxy A54 5G 8/256GB белый,"

Сотовый телефон Samsung Galaxy A54 5G 8/256GB белый

        6.4"" AMOLED 2340х1080~120Гц; Samsung Exynos 1380; память 8/256GB; основная камера 50+12+5 mpx (OIS); фронтальная 32 mpx; аккумулятор 5000 мАч; быстрая зарядка 25 Вт; Android 13; GSM 5G            ",32350 сом,/images/product/119520/1680348134_09776100.jpg
164,Сотовый телефон Xiaomi Redmi Note 12 4G 4/128GB черный,"

Сотовый телефон Xiaomi Redmi Note 12 4G 4/128GB черный

        6.67"" AMOLED 2400х1080~120Гц; Qualcomm Snapdragon 685; память 4/128GB; основная камера 50+8+2 mpx; фронтальная 13 mpx; аккумулятор 5000 мАч; быстрая зарядка 33 Вт; Android 13; GSM 4G            ",15310 сом,/images/product/119521/1680349594_58138900.jpg
165,Сотовый телефон Xiaomi Redmi Note 12 4G 4/128GB зеленый,"

Сотовый телефон Xiaomi Redmi Note 12 4G 4/128GB зеленый

        6.67"" AMOLED 2400х1080~120Гц; Qualcomm Snapdragon 685; память 4/128GB; основная камера 50+8+2 mpx; фронтальная 13 mpx; аккумулятор 5000 мАч; быстрая зарядка 33 Вт; Android 13; GSM 4G            ",15310 сом,/images/product/119522/1680349596_61796600.jpg
166,Сотовый телефон Xiaomi Redmi Note 12 4G 4/128GB голубой,"

Сотовый телефон Xiaomi Redmi Note 12 4G 4/128GB голубой

        6.67"" AMOLED 2400х1080~120Гц; Qualcomm Snapdragon 685; память 4/128GB; основная камера 50+8+2 mpx; фронтальная 13 mpx; аккумулятор 5000 мАч; быстрая зарядка 33 Вт; Android 13; GSM 4G            ",15310 сом,/images/product/119523/1680349600_34571300.jpg
167,Сотовый телефон Xiaomi Redmi 10A 4/128GB черный,"

Сотовый телефон Xiaomi Redmi 10A 4/128GB черный

        6.5"" IPS 1600x720 ~60Гц; процессор Helio G25; память 4/128 GB; основная камера 13+2 mpx; фронтальная 5 mpx; аккумулятор 5000 мАч; быстрая зарядка нет; Android 11; GSM 4G            ",10270 сом,/images/product/108012/1656406126_69416000.jpg
168,Сотовый телефон Xiaomi Poco M5s 6/128GB белый,"

Сотовый телефон Xiaomi Poco M5s 6/128GB белый

        экран 6.43"" OLED 2400x1080~60Hz; память 6/128GB; процессор Mediatek Helio G95; аккумулятор 5000 mAh; GSM 4G; камеры 64+8+2+2/13 mpx; поддержка быстрой зарядки 33Вт; NFC; Android 12            ",15220 сом,/images/product/116972/1675521699_51040500.jpg
169,Сотовый телефон Xiaomi Redmi 10A 4/128GB синий,"

Сотовый телефон Xiaomi Redmi 10A 4/128GB синий

        6.5"" IPS 1600x720 ~60Гц; процессор Helio G25; память 4/128 GB; основная камера 13+2 mpx; фронтальная 5 mpx; аккумулятор 5000 мАч; быстрая зарядка нет; Android 11; GSM 4G            ",10270 сом,/images/product/108013/1656406139_08129000.jpg
170,Сотовый телефон Xiaomi Redmi 10A 4/128GB серый,"

Сотовый телефон Xiaomi Redmi 10A 4/128GB серый

        6.5"" IPS 1600x720 ~60Гц; процессор Helio G25; память 4/128 GB; основная камера 13+2 mpx; фронтальная 5 mpx; аккумулятор 5000 мАч; быстрая зарядка нет; Android 11; GSM 4G            ",10270 сом,/images/product/108014/1656406143_17876500.jpg
171,Сотовый телефон Apple iPhone 14 Pro Max 512GB серебристый,"

Сотовый телефон Apple iPhone 14 Pro Max 512GB серебристый

        6.7"" OLED 2796x1290 ~120Гц; процессор A16 Bionic; память 6/512 GB; основная камера 48+12+12 mpx; фронтальная 12 mpx; аккумулятор 4323 мАч; быстрая зарядка 23 Вт; iOS 16; GSM 5G            ",135580 сом,/images/product/111096/1668260122_29744300.jpg
172,Сотовый телефон Samsung Galaxy S23 Ultra 12/256GB зеленый,"

Сотовый телефон Samsung Galaxy S23 Ultra 12/256GB зеленый

        6.8"" OLED 3088x1440 ~120Гц; процессор Snapdragon 8 G2; память 12/256 GB; основная камера 200+10+10+12 mpx; фронтальная 12 mpx; аккумулятор 5000 мАч; быстрая зарядка 45 Вт; Android 13; GSM 5G            ",90210 сом,/images/product/118776/1679157700_75637200.jpg
173,Сотовый телефон Apple iPhone 14 Pro Max 512GB золотой,"

Сотовый телефон Apple iPhone 14 Pro Max 512GB золотой

        6.7"" OLED 2796x1290 ~120Гц; процессор A16 Bionic; память 6/512 GB; основная камера 48+12+12 mpx; фронтальная 12 mpx; аккумулятор 4323 мАч; быстрая зарядка 23 Вт; iOS 16; GSM 5G            ",135580 сом,/images/product/111097/1668260140_42889700.jpg
174,Сотовый телефон Samsung Galaxy S23 Ultra 12/256GB кремовый,"

Сотовый телефон Samsung Galaxy S23 Ultra 12/256GB кремовый

        6.8"" OLED 3088x1440 ~120Гц; процессор Snapdragon 8 G2; память 12/256 GB; основная камера 200+10+10+12 mpx; фронтальная 12 mpx; аккумулятор 5000 мАч; быстрая зарядка 45 Вт; Android 13; GSM 5G            ",90210 сом,/images/product/118777/1679157813_68212900.jpg
175,Сотовый телефон Samsung Galaxy S23 Ultra 12/256GB графит,"

Сотовый телефон Samsung Galaxy S23 Ultra 12/256GB графит

        6.8"" OLED 3088x1440 ~120Гц; процессор Snapdragon 8 G2; память 12/256 GB; основная камера 200+10+10+12 mpx; фронтальная 12 mpx; аккумулятор 5000 мАч; быстрая зарядка 45 Вт; Android 13; GSM 5G            ",90210 сом,/images/product/118778/1679158043_70638600.jpg
176,Сотовый телефон Samsung Galaxy S23 Ultra 12/256GB голубой,"

Сотовый телефон Samsung Galaxy S23 Ultra 12/256GB голубой

        6.8"" OLED 3088x1440 ~120Гц; процессор Snapdragon 8 G2; память 12/256 GB; основная камера 200+10+10+12 mpx; фронтальная 12 mpx; аккумулятор 5000 мАч; быстрая зарядка 45 Вт; Android 13; GSM 5G            ",90210 сом,/images/product/118779/1679158197_62024500.jpg
177,Сотовый телефон Apple iPhone 14 Pro Max 1TB фиолетовый,"

Сотовый телефон Apple iPhone 14 Pro Max 1TB фиолетовый

        6.7"" OLED 2796x1290 ~120Гц; процессор A16 Bionic; память 6/1024 GB; основная камера 48+12+12 mpx; фронтальная 12 mpx; аккумулятор 4323 мАч; быстрая зарядка 23 Вт; iOS 16; GSM 5G            ",153560 сом,/images/product/111100/1667071142_67516500.jpg
178,Сотовый телефон Samsung Galaxy S23 Ultra 12/256GB лайм,"

Сотовый телефон Samsung Galaxy S23 Ultra 12/256GB лайм

        6.8"" OLED 3088x1440 ~120Гц; процессор Snapdragon 8 G2; память 12/256 GB; основная камера 200+10+10+12 mpx; фронтальная 12 mpx; аккумулятор 5000 мАч; быстрая зарядка 45 Вт; Android 13; GSM 5G            ",90210 сом,/images/product/118780/1679158341_46848200.jpg
179,Сотовый телефон Apple iPhone 14 Pro Max 1TB золотой,"

Сотовый телефон Apple iPhone 14 Pro Max 1TB золотой

        6.7"" OLED 2796x1290 ~120Гц; процессор A16 Bionic; память 6/1024 GB; основная камера 48+12+12 mpx; фронтальная 12 mpx; аккумулятор 4323 мАч; быстрая зарядка 23 Вт; iOS 16; GSM 5G            ",153560 сом,/images/product/111101/1667071294_61179100.jpg
180,Сотовый телефон Samsung Galaxy S23 Ultra 12/256GB красный,"

Сотовый телефон Samsung Galaxy S23 Ultra 12/256GB красный

        6.8"" OLED 3088x1440 ~120Гц; процессор Snapdragon 8 G2; память 12/256 GB; основная камера 200+10+10+12 mpx; фронтальная 12 mpx; аккумулятор 5000 мАч; быстрая зарядка 45 Вт; Android 13; GSM 5G            ",90210 сом,/images/product/118781/1679158429_30785500.jpg
181,Сотовый телефон Samsung Galaxy S23 Ultra 12/512GB черный,"

Сотовый телефон Samsung Galaxy S23 Ultra 12/512GB черный

        6.8"" OLED 3088x1440 ~120Гц; процессор Snapdragon 8 G2; память 12/512 GB; основная камера 200+10+10+12 mpx; фронтальная 12 mpx; аккумулятор 5000 мАч; быстрая зарядка 45 Вт; Android 13; GSM 5G            ",104250 сом,/images/product/118782/1679158838_30447300.jpg
182,Сотовый телефон Samsung Galaxy S23 Ultra 12/512GB лавандовый,"

Сотовый телефон Samsung Galaxy S23 Ultra 12/512GB лавандовый

        6.8"" OLED 3088x1440 ~120Гц; процессор Snapdragon 8 G2; память 12/512 GB; основная камера 200+10+10+12 mpx; фронтальная 12 mpx; аккумулятор 5000 мАч; быстрая зарядка 45 Вт; Android 13; GSM 5G            ",104250 сом,/images/product/118783/1679158910_78291100.jpg
183,Сотовый телефон Nokia 5310 (2020) Dual Sim черный,"

Сотовый телефон Nokia 5310 (2020) Dual Sim черный

        поддержка двух SIM-карт, экран 2.4"", камера: 0.30 МП, память 16 МБ, слот для карты памяти, Bluetooth, аккумулятор 1200 мА⋅ч, вес 88 г, ШxВxТ 52.40x123.70x13.10 мм, радио            ",5660 сом,/images/product/85254/1603132115_66857000.jpg
184,Сотовый телефон Xiaomi Redmi 10A 3/64GB серый,"

Сотовый телефон Xiaomi Redmi 10A 3/64GB серый

        6.5"" IPS 1600x720 ~60Гц; процессор Helio G25; память 3/64 GB; основная камера 13+2 mpx; фронтальная 5 mpx; аккумулятор 5000 мАч; быстрая зарядка нет; Android 11; GSM 4G            ",9820 сом,/images/product/107526/1655262496_92690500.jpg
185,Сотовый телефон Xiaomi Redmi 12C 6/128GB черный,"

Сотовый телефон Xiaomi Redmi 12C 6/128GB черный

        6.7"" IPS 1650x720 ~60Гц; процессор Helio G85; память 6/128GB; основная камера 50 mpx; фронтальная 5 mpx; аккумулятор 5000 мАч; быстрая зарядка 10 Вт; Android 12; GSM 4G            ",13460 сом,/images/product/118790/1679159972_25379300.jpg
186,Сотовый телефон Nokia 5310 (2020) Dual Sim белый,"

Сотовый телефон Nokia 5310 (2020) Dual Sim белый

        поддержка двух SIM-карт, экран 2.4"", камера: 0.30 МП, память 16 МБ, слот для карты памяти, Bluetooth, аккумулятор 1200 мА⋅ч, вес 88 г, ШxВxТ 52.40x123.70x13.10 мм, радио            ",5660 сом,/images/product/85255/1603132141_84330700.jpg
187,Сотовый телефон Xiaomi Redmi 12C 6/128GB мятный,"

Сотовый телефон Xiaomi Redmi 12C 6/128GB мятный

        6.7"" IPS 1650x720 ~60Гц; процессор Helio G85; память 6/128GB; основная камера 50 mpx; фронтальная 5 mpx; аккумулятор 5000 мАч; быстрая зарядка 10 Вт; Android 12; GSM 4G            ",13460 сом,/images/product/118791/1679159976_98230000.jpg
188,Сотовый телефон Philips Xenium E109 черный,"

Сотовый телефон Philips Xenium E109 черный

        поддержка двух SIM-карт, экран 1.77"", разрешение 160x128, без камеры, память 32 Мб, слот для карты памяти, объем оперативной памяти 32 Мб, аккумулятор 1000 мА⋅ч, вес 76 г, ШxВxТ 46.60x108.60x17.20 мм,...            ",3010 сом,/images/product/69896/69896.jpg
189,Сотовый телефон Realme C3 3/64GB серый,"

Сотовый телефон Realme C3 3/64GB серый

        Android 10, поддержка двух SIM-карт, экран 6.52"", разрешение 1600x720, 3 камеры: 12 МП, макро, портретная, процессор MediaTek Helio G70, память 64 ГБ, слот для карты памяти, 3G, 4G LTE, Wi-Fi,...            ",11860 сом,/images/product/85256/1603134442_04104000.jpg
190,Сотовый телефон Realme C25Y 4/64GB серый,"

Сотовый телефон Realme C25Y 4/64GB серый

        Операционная система Android 11; экран 6.5"" IPS 1600x720~60 Гц; процессор Unisoc T610 x8 core; память 4/64 GB; основная камера 50 mpx (F/1.8); фронтальная камера 8 mpx (F/2.0); аккумулятор 5000 mAh;...            ",13550 сом,/images/product/103432/1644992840_67224100.jpg
191,Сотовый телефон Xiaomi Redmi 12C 6/128GB синий,"

Сотовый телефон Xiaomi Redmi 12C 6/128GB синий

        6.7"" IPS 1650x720 ~60Гц; процессор Helio G85; память 6/128GB; основная камера 50 mpx; фронтальная 5 mpx; аккумулятор 5000 мАч; быстрая зарядка 10 Вт; Android 12; GSM 4G            ",13460 сом,/images/product/118792/1679159979_27279600.jpg
192,Сотовый телефон Realme C3 3/64GB голубой,"

Сотовый телефон Realme C3 3/64GB голубой

        Android 10, поддержка двух SIM-карт, экран 6.52"", разрешение 1600x720, 3 камеры: 12 МП, макро, портретная, процессор MediaTek Helio G70, память 64 ГБ, слот для карты памяти, 3G, 4G LTE, Wi-Fi,...            ",11860 сом,/images/product/85257/1603134537_25368900.jpg
193,Сотовый телефон Realme C25Y 4/64GB голубой,"

Сотовый телефон Realme C25Y 4/64GB голубой

        Операционная система Android 11; экран 6.5"" IPS 1600x720~60 Гц; процессор Unisoc T610 x8 core; память 4/64 GB; основная камера 50 mpx (F/1.8); фронтальная камера 8 mpx (F/2.0); аккумулятор 5000 mAh;...            ",13550 сом,/images/product/103433/1644992863_34538200.jpg
194,Сотовый телефон Samsung Galaxy A14 4G 4/128GB зеленый,"

Сотовый телефон Samsung Galaxy A14 4G 4/128GB зеленый

        6.6"" PLS 2408х1080~60Гц; процессор Helio G80; память 4/128GB; основная камера 50+5+2 mpx; фронтальная 13 mpx; аккумулятор 5000 мАч; быстрая зарядка 10 Вт; Android 13; GSM 4G            ",14790 сом,/images/product/118793/1679160263_12359900.jpg
195,Сотовый телефон Nokia 210 черный,"

Сотовый телефон Nokia 210 черный

        поддержка двух SIM-карт, экран 2.4"", камера 0.30 МП, память 16 Мб, слот для карты памяти, аккумулятор 1020 мА⋅ч, ШxВxТ 53.49x120.80x13.81 мм, MP3-плеер, радио            ",5220 сом,/images/product/69898/69898.jpg
196,Сотовый телефон Realme C3 3/64GB красный,"

Сотовый телефон Realme C3 3/64GB красный

        Android 10, поддержка двух SIM-карт, экран 6.52"", разрешение 1600x720, 3 камеры: 12 МП, макро, портретная, процессор MediaTek Helio G70, память 64 ГБ, слот для карты памяти, 3G, 4G LTE, Wi-Fi,...            ",11860 сом,/images/product/85258/1603134653_07826100.jpg
197,Сотовый телефон Xiaomi Redmi Note 11 6/128GB синий,"

Сотовый телефон Xiaomi Redmi Note 11 6/128GB синий

        6.4"" OLED 2400x1080 ~90Гц; процессор Snapdragon 680; память 6/128 GB; основная камера 50+8+2+2 mpx; фронтальная 13 mpx; аккумулятор 5000 мАч; быстрая зарядка 33 Вт; Android 11; GSM 4G            ",16570 сом,/images/product/103434/1645002019_77390500.png
198,Сотовый телефон Xiaomi Redmi Note 11 6/128GB голубой,"

Сотовый телефон Xiaomi Redmi Note 11 6/128GB голубой

        6.4"" OLED 2400x1080 ~90Гц; процессор Snapdragon 680; память 6/128 GB; основная камера 50+8+2+2 mpx; фронтальная 13 mpx; аккумулятор 5000 мАч; быстрая зарядка 33 Вт; Android 11; GSM 4G            ",16570 сом,/images/product/103435/1645002057_84343700.jpg
199,Сотовый телефон Apple iPhone 13 256GB зеленый,"

Сотовый телефон Apple iPhone 13 256GB зеленый

        6.1"" OLED 2532x1170 ~60Гц; процессор A15 Bionic; память 4/256 GB; основная камера 12+12 mpx; фронтальная 12 mpx; аккумулятор 3240 мАч; быстрая зарядка 23 Вт; iOS 15; GSM 5G            ",75760 сом,/images/product/105483/1650357352_25448500.png
200,Сотовый телефон Xiaomi Redmi 10A 2/32GB черный,"

Сотовый телефон Xiaomi Redmi 10A 2/32GB черный

        экран 6.5"" IPS 1600x720; память 2/32 GB; процессор MediaTek G25; аккумулятор 5000 mAh; Android 11; GSM 4G; камеры 13+2 mpx; фронтальная 5 mpx            ",6810 сом,/images/product/108299/1656851875_65254900.jpg
201,Сотовый телефон Samsung Galaxy Note 20 Ultra 5G 12/256GB белый,"

Сотовый телефон Samsung Galaxy Note 20 Ultra 5G 12/256GB белый

        6.9"" OLED 3088x1440 ~120Гц; процессор Exynos 990; память 12/256 GB; основная камера 108+12+12 mpx; фронтальная 10 mpx; аккумулятор 4500 мАч; быстрая зарядка 25 Вт; Android 10; GSM 5G            ",71780 сом,/images/product/95756/1627808224_15778300.jpg
